,Player,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Based,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,drTkl,Att,Tkl%,Lost,Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Position,Total Cmp%,TotDist,PrgDist,Short Cmp%,Medium Cmp%,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,xG_On-Off,player_code,country_of_birth,sub_position,foot,height_in_cm,market_value_in_eur,fee,transfer_period,Target
763,Vladislav Shitov,Samara,19,03,8.0,2,20,8,40.0,2.51,1.00,0.10,0.25,,,0,0,,,,,,Premier Liga,,7,,,,,,,,,,,4,,,,Forward,,,,,,,1,,,,,,,,1.00,9,11,-2,-0.25,+0.25,,,,,,vladislav-shitov03,Russia,Centre-Forward,left,177.0,700000,0.0,Summer,-3.599999999999999
764,Roman Yevgenyev,Samara,23,99,25.8,0,18,7,38.9,0.70,0.27,0.00,0.00,,,0,0,,,,,,Premier Liga,,12,,,,,,,,,,,49,,,,Defender,,,,,,,1,,,,,,,,1.00,25,39,-14,-0.54,-0.78,,,,,,roman-yevgenyev99,Russia,Centre-Back,right,193.0,3000000,25000.0,Summer,-21.672000000000004
765,Georgi Zotov,Samara,32,90,4.1,0,5,1,20.0,1.21,0.24,0.00,0.00,,,0,0,,,,,,Premier Liga,,5,,,,,,,,,,,8,,,,Defender,,,,,,,0,,,,,,,,1.17,4,10,-6,-1.45,-1.18,,,,,,georgi-zotov90,UdSSR,Right-Back,right,175.0,400000,0.0,Summer,-7.174999999999999
766,Keita Baldé,Spartak Moscow,27,95,5.6,3,21,12,57.1,3.76,2.15,0.14,0.25,,,0,1,,,,,,Premier Liga,,4,,,,,,,,,,,1,,,,Forward,,,,,,,0,,,,,,,,1.17,8,7,+1,0.18,-0.68,,,,,,keita-balde95,Spain,Centre-Forward,both,178.0,2000000,0.0,Summer,5.151999999999999
767,Daniil Denisov,Spartak Moscow,19,02,23.9,1,19,3,15.8,0.79,0.13,0.05,0.33,,,0,0,,,,,,Premier Liga,,36,,,,,,,,,,,29,,,,Defender,,,,,,,2,,,,,,,,1.76,49,30,+19,0.79,+0.30,,,,,,daniil-denisov02,Russia,Right-Back,right,185.0,3500000,0.0,Summer,22.227000000000004
768,Alexis Duarte,Spartak Moscow,22,00,5.1,0,4,1,25.0,0.78,0.20,0.00,0.00,,,0,0,,,,,,Premier Liga,,7,,,,,,,,,,,6,,,,Defender,,,,,,,0,,,,,,,,1.57,10,9,+1,0.2,-0.65,,,,,,alexis-duarte00,Paraguay,Centre-Back,right,185.0,4000000,4000000.0,Winter,1.7340000000000002
769,Christopher Martins,Spartak Moscow,25,97,13.2,2,28,10,35.7,2.12,0.76,0.07,0.20,,,0,0,,,,,,Premier Liga,,18,,,,,,,,,,,12,,,,Midfielder,,,,,,,3,,,,,,,,1.50,25,14,+11,0.83,+0.18,,,,,,christopher-martins97,Luxembourg,Defensive Midfield,right,188.0,4500000,6400000.0,Summer,22.572
770,Maciej Rybus,Spartak Moscow,32,89,2.7,1,1,1,100.0,0.37,0.37,1.00,1.00,,,0,0,,,,,,Premier Liga,,3,,,,,,,,,,,5,,,,Defender,,,,,,,1,,,,,,,,1.75,7,6,+1,0.37,-0.40,,,,,,maciej-rybus89,Poland,Left-Back,left,173.0,500000,0.0,Summer,1.3770000000000004
771,Tomás Tavares,Spartak Moscow,21,01,10.6,0,8,1,12.5,0.75,0.09,0.00,0.00,,,0,0,,,,,,Premier Liga,,14,,,,,,,,,,,7,,,,Defender,,,,,,,0,,,,,,,,1.38,16,17,-1,-0.09,-1.28,,,,,,tomas-tavares01,Portugal,Right-Back,right,182.0,2000000,2000000.0,Winter,0.530000000000001
772,Anton Zinkovskiy,Spartak Moscow,26,96,14.0,3,30,10,33.3,2.14,0.71,0.10,0.30,,,0,0,,,,,,Premier Liga,,9,,,,,,,,,,,5,,,,Midfielder,,,,,,,3,,,,,,,,1.93,28,15,+13,0.93,+0.37,,,,,,anton-zinkovskiy96,Russia,Left Winger,right,175.0,3500000,3200000.0,Summer,25.34
773,Amir Batyrev,Sochi,20,02,3.0,0,4,2,50.0,1.31,0.66,0.00,0.00,,,0,0,,,,,,Premier Liga,,2,,,,,,,,,,,6,,,,Midfielder,,,,,,,0,,,,,,,,1.22,2,7,-5,-1.64,-1.20,,,,,,amir-batyrev02,Canada,Attacking Midfield,right,173.0,200000,0.0,Summer,-8.85
774,Kirill Kravtsov,Sochi,20,02,12.1,1,9,2,22.2,0.74,0.17,0.11,0.50,,,0,0,,,,,,Premier Liga,,19,,,,,,,,,,,21,,,,Midfielder,,,,,,,0,,,,,,,,1.21,10,20,-10,-0.83,-0.44,,,,,,kirill-kravtsov02,Russia,Defensive Midfield,right,187.0,800000,835000.0,Summer,-25.894000000000002
775,Artyom Meshchaninov,Sochi,26,96,13.1,0,7,1,14.3,0.53,0.08,0.00,0.00,,,0,0,,,,,,Premier Liga,,16,,,,,,,,,,,22,,,,Defender,,,,,,,0,,,,,,,,1.18,18,27,-9,-0.69,-0.21,,,,,,artyom-meshchaninov96,Russia,Centre-Back,right,190.0,1000000,500000.0,Summer,-19.125999999999998
776,Ivan Miladinović,Sochi,27,94,6.4,0,3,1,33.3,0.47,0.16,0.00,0.00,,,0,0,,,,,,Premier Liga,,3,,,,,,,,,,,11,,,,Defender,,,,,,,0,,,,,,,,1.33,5,9,-4,-0.62,-0.07,,,,,,ivan-miladinovic94,Yugoslavia (Republic),Centre-Back,,189.0,700000,0.0,Summer,-8.895999999999999
777,Vladislav Sarveli,Sochi,24,97,14.7,4,40,17,42.5,2.73,1.16,0.10,0.24,,,0,0,,,,,,Premier Liga,,6,,,,,,,,,,,12,,,,Forward,,,,,,,1,,,,,,,,1.31,16,26,-10,-0.68,-0.23,,,,,,vladislav-sarveli97,Russia,Centre-Forward,right,176.0,1700000,1200000.0,Summer,-17.934
778,Timofey Shipunov,Sochi,19,03,4.3,2,3,2,66.7,0.70,0.47,0.67,1.00,,,0,0,,,,,,Premier Liga,,0,,,,,,,,,,,1,,,,Midfielder,,,,,,,0,,,,,,,,1.00,6,11,-5,-1.17,-0.71,,,,,,timofey-shipunov03,Russia,Attacking Midfield,right,170.0,250000,0.0,Summer,-10.664
779,Moussa Sissako,Sochi,21,00,4.1,1,4,1,25.0,0.98,0.24,0.25,1.00,,,0,0,,,,,,Premier Liga,,5,,,,,,,,,,,23,,,,Defender,,,,,,,0,,,,,,,,0.30,1,16,-15,-3.67,-3.59,,,,,,moussa-sissako00,France,Centre-Back,right,188.0,700000,300000.0,Summer,-18.203999999999997
780,Eli Dasa,Dynamo Mosc,29,92,18.6,0,8,2,25.0,0.43,0.11,0.00,0.00,,,0,0,,,,,,Premier Liga,,21,,,,,,,,,,,16,,,,Defender,,,,,,,2,,,,,,,,1.32,27,31,-4,-0.22,-0.91,,,,,,eli-dasa92,Israel,Right-Back,right,177.0,2000000,0.0,Summer,-6.509999999999998
781,Roberto Fernández,Dynamo Mosc,22,00,17.3,2,11,3,27.3,0.63,0.17,0.18,0.67,,,0,0,,,,,,Premier Liga,,17,,,,,,,,,,,29,,,,Defender,,,,,,,0,,,,,,,,1.63,26,22,+4,0.23,+0.23,,,,,,roberto-fernandez00,Paraguay,Centre-Back,left,188.0,3000000,3000000.0,Summer,1.730000000000002
782,Luka Gagnidze,Dynamo Mosc,19,03,12.9,0,12,2,16.7,0.93,0.16,0.00,0.00,,,0,0,,,,,,Premier Liga,,24,,,,,,,,,,,17,,,,Midfielder,,,,,,,2,,,,,,,,1.45,19,18,+1,0.08,-0.10,,,,,,luka-gagnidze03,Georgia,Central Midfield,right,175.0,1500000,0.0,Summer,-2.321999999999997
783,Yaroslav Gladyshev,Dynamo Mosc,19,03,10.3,5,23,11,47.8,2.23,1.07,0.22,0.45,,,0,0,,,,,,Premier Liga,,8,,,,,,,,,,,6,,,,Forward,,,,,,,1,,,,,,,,1.35,19,19,0,0.0,-0.20,,,,,,yaroslav-gladyshev03,Russia,Centre-Forward,left,176.0,900000,0.0,Summer,-1.338999999999999
784,Milan Majstorović,Dynamo Mosc,17,05,4.6,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Premier Liga,,9,,,,,,,,,,,3,,,,Defender,,,,,,,0,,,,,,,,1.11,6,8,-2,-0.43,-0.67,,,,,,milan-majstorovic05,Serbia and Montenegro,Centre-Back,right,184.0,700000,1200000.0,Winter,-2.575999999999999
785,Nicolas Marichal,Dynamo Mosc,21,01,11.0,0,4,0,0.0,0.36,0.00,0.00,,,,0,0,,,,,,Premier Liga,,18,,,,,,,,,,,29,,,,Defender,,,,,,,0,,,,,,,,1.36,20,23,-3,-0.27,-0.64,,,,,,nicolas-marichal01,Uruguay,Centre-Back,right,186.0,3000000,4200000.0,Summer,-4.399999999999999
786,Moumi Ngamaleu,Dynamo Mosc,28,94,12.9,2,18,7,38.9,1.40,0.54,0.11,0.29,,,0,0,,,,,,Premier Liga,,14,,,,,,,,,,,7,,,,Forward,,,,,,,2,,,,,,,,1.21,14,21,-7,-0.54,-1.19,,,,,,moumi-ngamaleu94,Cameroon,Left Winger,right,181.0,4000000,2000000.0,Summer,-8.642999999999999
787,Mathias Normann,Dynamo Mosc,26,96,8.9,0,9,1,11.1,1.01,0.11,0.00,0.00,,,0,0,,,,,,Premier Liga,,8,,,,,,,,,,,13,,,,Midfielder,,,,,,,0,,,,,,,,0.93,9,15,-6,-0.68,-1.15,,,,,,mathias-normann96,Norway,Defensive Midfield,right,179.0,7500000,1000000.0,Summer,-8.366
788,Yuri Gazinskiy,Ural,33,89,10.1,3,10,4,40.0,0.99,0.40,0.30,0.75,,,0,0,,,,,,Premier Liga,,6,,,,,,,,,,,14,,,,Midfielder,,,,,,,1,,,,,,,,1.43,17,16,+1,0.1,+0.75,,,,,,yuri-gazinskiy89,UdSSR,Central Midfield,right,184.0,1200000,0.0,Summer,-1.0099999999999987
789,Leo Goglichidze,Ural,25,97,17.3,0,5,0,0.0,0.29,0.00,0.00,,,,0,0,,,,,,Premier Liga,,20,,,,,,,,,,,14,,,,Defender,,,,,,,1,,,,,,,,1.35,20,22,-2,-0.12,+0.67,,,,,,leo-goglichidze97,Russia,Left-Back,left,182.0,600000,210000.0,Summer,-8.995999999999999
790,Fanil Sungatulin,Ural,20,01,10.3,0,3,0,0.0,0.29,0.00,0.00,,,,0,0,,,,,,Premier Liga,,10,,,,,,,,,,,26,,,,Midfielder,,,,,,,0,,,,,,,,1.08,7,17,-10,-0.97,-0.87,,,,,,fanil-sungatulin01,Russia,Defensive Midfield,both,175.0,600000,0.0,Summer,-12.051
791,Nikolay Komlichenko,Rostov,27,95,23.5,10,41,18,43.9,1.74,0.77,0.22,0.50,,,1,2,,,,,,Premier Liga,,11,,,,,,,,,,,4,,,,Forward,,,,,,,6,,,,,,,,1.81,40,29,+11,0.47,+1.55,,,,,,nikolay-komlichenko95,Russia,Centre-Forward,right,193.0,5000000,1500000.0,Summer,14.335000000000003
792,Aleksey Mironov,Rostov,22,00,15.5,1,33,11,33.3,2.13,0.71,0.03,0.09,,,0,0,,,,,,Premier Liga,,10,,,,,,,,,,,24,,,,Midfielder,,,,,,,1,,,,,,,,1.85,24,24,0,0.0,-0.28,,,,,,aleksey-mironov00,Russia,Central Midfield,right,175.0,700000,250000.0,Summer,4.185000000000003
793,Danila Prokhin,Rostov,21,01,11.9,1,5,3,60.0,0.42,0.25,0.20,0.33,,,0,0,,,,,,Premier Liga,,9,,,,,,,,,,,22,,,,Defender,,,,,,,0,,,,,,,,1.47,16,19,-3,-0.25,-0.64,,,,,,danila-prokhin01,Russia,Centre-Back,right,187.0,2800000,0.0,Summer,-1.427999999999999
794,Kirill Shchetinin,Rostov,20,02,19.1,1,23,8,34.8,1.21,0.42,0.04,0.13,,,0,0,,,,,,Premier Liga,,31,,,,,,,,,,,14,,,,Midfielder,,,,,,,4,,,,,,,,1.77,31,26,+5,0.26,+0.35,,,,,,kirill-shchetinin02,Russia,Attacking Midfield,right,178.0,1200000,250000.0,Summer,10.123000000000005
795,Daniil Utkin,Rostov,22,99,23.0,3,52,13,25.0,2.26,0.56,0.06,0.23,,,0,1,,,,,,Premier Liga,,21,,,,,,,,,,,21,,,,Midfielder,,,,,,,6,,,,,,,,1.78,36,35,+1,0.04,-0.39,,,,,,daniil-utkin99,Russia,Central Midfield,left,183.0,7000000,3000000.0,Summer,7.1300000000000034
796,Himad Abdelli,Angers,22,99,23.7,2,24,7,29.2,1.01,0.29,0.08,0.29,22.4,2,0,0,1.4,1.4,0.06,+0.6,+0.6,Ligue 1,64,38,22,32,10,31,67,46.3,36,30,1,29,28,92,15,0,Midfielder,83.0,18273,4649,86.8,85.2,72.2,2,2.9,2.5,36,124,26,8,151,0.33,21,49,-28,-1.18,+0.22,23.8,40.7,-17.0,-0.72,-0.45,himad-abdelli99,France,Attacking Midfield,left,185.0,1200000,0.0,Summer,-49.76999999999999
797,Miha Blažič,Angers,29,93,22.0,2,8,4,50.0,0.36,0.18,0.25,0.50,10.0,1,0,0,1.6,1.6,0.20,+0.4,+0.4,Ligue 1,8,6,8,0,0,7,15,46.7,8,25,19,6,22,30,80,1,Defender,87.5,21289,7678,91.5,93.4,66.3,0,0.1,0.2,1,42,2,0,64,0.54,15,40,-25,-1.14,+0.30,23.3,32.5,-9.3,-0.42,+0.30,miha-blazic93,Slovenia,Centre-Back,right,185.0,2000000,0.0,Summer,-39.599999999999994
798,Ilyes Cheti,Angers,27,95,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Ligue 1,6,4,4,0,2,5,8,62.5,3,5,1,4,4,10,7,0,Defender,86.4,1692,467,89.3,92.5,66.7,0,0.2,0.0,1,6,1,1,4,0.50,1,7,-6,-2.61,-1.43,3.2,5.3,-2.2,-0.94,-0.42,ilyes-cheti95,Algeria,Left-Back,left,176.0,500000,0.0,Summer,-7.520999999999998
799,Lois Diony,Angers,29,92,5.6,1,12,3,25.0,2.13,0.53,0.08,0.33,14.5,0,0,0,2.2,2.2,0.18,-1.2,-1.2,Ligue 1,1,0,0,1,0,1,3,33.3,2,2,0,2,0,1,1,0,Forward,76.8,1202,221,87.8,68.0,33.3,0,0.3,0.2,5,6,2,1,11,1.09,5,12,-7,-1.25,+0.02,7.0,7.6,-0.5,-0.09,+0.53,lois-diony92,France,Centre-Forward,right,183.0,1000000,0.0,Summer,-8.456000000000001
800,Faouzi Ghoulam,Angers,31,91,5.3,0,1,0,0.0,0.19,0.00,0.00,,24.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Ligue 1,3,3,1,1,1,3,5,60.0,2,4,2,2,4,7,12,1,Defender,70.8,4360,1945,88.6,75.8,43.7,0,0.8,0.5,10,11,2,1,19,0.86,4,7,-3,-0.56,+0.81,4.3,8.7,-4.5,-0.84,-0.34,faouzi-ghoulam91,France,Left-Back,left,184.0,1000000,0.0,Winter,-6.465999999999998
801,Cédric Hountondji,Angers,28,94,34.4,0,11,4,36.4,0.32,0.12,0.00,0.00,8.9,0,0,0,1.1,1.1,0.10,-1.1,-1.1,Ligue 1,50,36,31,17,2,19,29,65.5,10,44,22,22,59,109,132,1,Defender,86.5,24457,8657,91.7,91.7,62.9,0,0.4,0.7,4,50,3,0,84,0.50,31,73,-42,-1.22,+0.44,39.1,55.9,-16.8,-0.49,+0.61,cedric-hountondji94,France,Centre-Back,right,194.0,3000000,2000000.0,Summer,-64.67199999999998
802,Adrien Hunou,Angers,28,94,24.8,4,45,18,40.0,1.81,0.73,0.09,0.22,13.2,0,0,0,6.5,6.5,0.14,-2.5,-2.5,Ligue 1,39,20,17,16,6,16,45,35.6,29,35,0,35,7,46,7,0,Midfielder,76.0,8441,2005,79.1,84.0,51.1,1,2.3,0.9,18,38,12,1,62,0.50,22,53,-31,-1.25,+0.04,27.3,40.1,-12.8,-0.52,+0.09,adrien-hunou94,France,Centre-Forward,right,179.0,2800000,1500000.0,Summer,-53.816
803,Jean Mattéo Bahoya,Angers,17,05,3.0,0,4,0,0.0,1.33,0.00,0.00,,15.4,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Ligue 1,7,3,1,3,3,4,7,57.1,3,4,0,4,0,7,0,0,Forward,84.1,956,120,86.7,82.1,75.0,0,0.4,0.1,3,2,1,0,3,0.40,3,5,-2,-0.67,+0.65,5.0,4.6,+0.5,+0.16,+0.76,jean-matteo-bahoya05,France,Attacking Midfield,right,180.0,100000,0.0,Summer,-2.7900000000000005
804,Jason Mbock,Angers,22,99,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Ligue 1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Midfielder,60.0,107,55,100.0,40.0,100.0,0,0.3,0.2,1,0,0,0,1,0.00,0,2,-2,-7.2,-5.98,0.3,0.6,-0.3,-1.11,-0.56,jason-mbock99,France,Left Winger,right,179.0,200000,0.0,Summer,-2.4359999999999995
805,Farid El Melali,Angers,25,97,9.0,0,11,2,18.2,1.23,0.22,0.00,0.00,18.8,0,0,0,1.1,1.1,0.10,-1.1,-1.1,Ligue 1,21,12,7,12,2,11,22,50.0,11,16,0,16,8,29,7,0,Defender,69.5,3348,952,76.0,74.8,55.6,0,0.2,0.3,4,13,4,1,24,0.41,5,15,-10,-1.12,+0.19,7.8,12.9,-5.1,-0.57,-0.03,farid-el-melali97,Algeria,Left Winger,both,168.0,700000,0.0,Summer,-16.02
806,Ibrahima Niane,Angers,23,99,12.6,2,26,11,42.3,2.06,0.87,0.08,0.18,13.7,0,0,0,3.4,3.4,0.13,-1.4,-1.4,Ligue 1,6,2,1,4,1,1,6,16.7,5,8,2,6,1,7,9,0,Forward,75.4,2553,471,78.2,76.4,76.9,0,0.5,0.6,8,17,4,0,24,0.63,11,26,-15,-1.19,+0.11,11.4,22.0,-10.6,-0.84,-0.43,ibrahima-niane99,Senegal,Centre-Forward,right,187.0,3500000,0.0,Winter,-18.270000000000003
807,Halid Šabanović,Angers,22,99,7.1,2,5,3,60.0,0.71,0.42,0.40,0.67,17.1,0,0,0,0.9,0.9,0.18,+1.1,+1.1,Ligue 1,8,6,7,1,0,6,8,75.0,2,8,2,6,8,16,12,0,Defender,81.4,3332,1097,91.8,74.2,54.5,0,0.0,0.1,2,20,4,1,20,0.67,8,14,-6,-0.85,+0.51,7.0,9.8,-2.8,-0.40,+0.18,halid-sabanovic99,Bosnia-Herzegovina,Right-Back,right,182.0,800000,300000.0,Summer,-10.720999999999998
808,Amine Salama,Angers,22,00,13.9,3,25,11,44.0,1.80,0.79,0.12,0.27,15.2,1,0,0,3.0,3.0,0.12,0.0,0.0,Ligue 1,11,9,3,7,1,2,12,16.7,10,8,2,6,10,21,2,0,Forward,73.5,3246,780,77.8,72.7,72.7,1,1.5,1.9,9,17,12,2,21,0.16,10,28,-18,-1.3,-0.05,17.5,20.7,-3.2,-0.23,+0.50,amine-salama00,France,Centre-Forward,right,192.0,1800000,0.0,Summer,-21.684
809,Abdallah Sima,Angers,21,01,20.4,5,39,10,25.6,1.91,0.49,0.13,0.50,12.7,0,0,0,4.8,4.8,0.12,+0.2,+0.2,Ligue 1,22,13,4,15,3,7,19,36.8,12,8,0,8,4,26,19,0,Forward,73.3,3603,688,78.0,72.4,47.1,1,2.2,1.3,16,18,6,1,21,0.47,20,44,-24,-1.18,+0.19,21.9,32.3,-10.4,-0.51,+0.08,abdallah-sima01,Senegal,Right Winger,right,188.0,7000000,0.0,Summer,-29.375999999999998
810,Sada Thioub,Angers,27,95,11.8,1,9,1,11.1,0.76,0.08,0.11,1.00,14.0,0,0,0,1.4,1.4,0.15,-0.4,-0.4,Ligue 1,19,10,9,8,2,8,17,47.1,9,13,0,13,7,26,5,1,Defender,80.1,6580,2287,87.5,81.4,55.8,2,1.9,1.9,15,46,19,8,57,0.48,15,27,-12,-1.02,+0.35,13.3,20.1,-6.8,-0.57,-0.04,sada-thioub95,France,Right Winger,right,179.0,1500000,0.0,Summer,-19.823999999999998
811,Yan Valery,Angers,23,99,27.7,0,13,2,15.4,0.47,0.07,0.00,0.00,21.0,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Ligue 1,54,39,28,20,6,20,37,54.1,17,35,15,20,34,88,82,0,Defender,73.5,16786,6797,82.3,79.6,46.4,0,1.9,1.6,12,69,17,14,84,0.53,22,57,-35,-1.26,+0.01,29.2,45.1,-15.9,-0.57,-0.10,yan-valery99,France,Right-Back,right,180.0,2500000,0.0,Summer,-53.18399999999999
812,Salis Abdul Samed,Lens,22,00,32.2,1,13,4,30.8,0.40,0.12,0.08,0.25,19.1,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Ligue 1,46,26,18,23,5,29,52,55.8,23,38,9,29,36,82,26,0,Midfielder,91.8,28679,7020,93.0,94.8,78.6,1,1.6,2.3,17,182,17,3,165,2.24,59,22,+37,1.15,+0.81,57.7,35.9,+21.8,+0.68,+0.43,salis-abdul-samed00,Ghana,Defensive Midfield,right,179.0,13000000,5000000.0,Summer,58.926
813,Adam Buksa,Lens,26,96,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Ligue 1,1,0,0,0,1,0,3,0.0,3,0,0,0,0,1,0,0,Forward,62.5,245,53,63.6,77.8,0.0,0,0.0,0.0,1,3,0,0,3,2.38,0,0,0,0.0,-1.06,1.0,2.5,-1.6,-1.41,-2.08,adam-buksa96,Poland,Centre-Forward,left,193.0,7000000,6000000.0,Summer,0.1759999999999999
814,Jimmy Cabot,Lens,28,94,5.7,0,5,1,20.0,0.88,0.18,0.00,0.00,17.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Ligue 1,20,12,10,8,2,12,26,46.2,14,5,0,5,4,24,12,0,Defender,75.4,4629,1527,89.8,78.5,47.1,1,2.1,2.0,17,19,13,4,29,2.18,8,6,+2,0.35,-0.79,11.2,6.7,+4.5,+0.78,+0.20,jimmy-cabot94,France,Right Midfield,right,164.0,4000000,2000000.0,Summer,4.9590000000000005
815,Alexis Claude-Maurice,Lens,24,98,6.7,5,14,9,64.3,2.09,1.34,0.36,0.56,16.6,0,0,0,2.6,2.6,0.19,+2.4,+2.4,Ligue 1,14,9,5,8,1,6,16,37.5,10,6,0,6,2,16,1,0,Midfielder,83.8,2708,541,89.7,84.9,50.0,3,1.3,0.9,7,16,7,0,25,2.45,13,6,+7,1.04,+0.02,11.9,7.2,+4.8,+0.71,+0.12,alexis-claude-maurice98,France,Attacking Midfield,right,175.0,5000000,0.0,Summer,11.524000000000001
816,Steven Fortes,Lens,30,92,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Ligue 1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Defender,33.3,15,11,0.0,50.0,,0,0.0,0.0,0,0,0,0,0,3.00,2,0,+2,25.71,+24.74,0.4,0.0,+0.4,+4.67,+4.07,steven-fortes92,France,Centre-Back,right,192.0,500000,0.0,Summer,2.623
817,Rémy Labeau Lascary,Lens,19,03,1.4,0,3,1,33.3,2.20,0.73,0.00,0.00,15.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Ligue 1,4,2,4,0,0,0,0,,0,4,0,4,1,5,0,0,Forward,79.3,383,126,78.6,77.8,100.0,0,0.0,0.0,2,1,1,0,3,1.60,2,0,+2,1.46,+0.45,2.6,2.8,-0.3,-0.20,-0.84,remy-labeau-lascary03,Guadeloupe,Centre-Forward,right,184.0,400000,0.0,Winter,2.268
818,Julien Le Cardinal,Lens,24,97,1.8,0,5,2,40.0,2.73,1.09,0.00,0.00,9.6,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Ligue 1,6,4,5,0,1,4,6,66.7,2,3,0,3,2,8,5,0,Defender,74.4,1556,466,80.8,75.0,64.3,0,0.6,0.4,4,8,4,3,8,1.88,2,2,0,0.0,-1.08,4.0,3.3,+0.7,+0.37,-0.26,julien-le-cardinal97,France,Right-Back,right,184.0,2500000,2300000.0,Winter,0.936
819,Jean Onana,Lens,22,00,9.0,0,8,3,37.5,0.89,0.33,0.00,0.00,23.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Ligue 1,28,17,8,17,3,10,22,45.5,12,15,5,10,18,46,20,0,Midfielder,86.2,6872,1606,90.7,87.2,72.1,0,0.4,0.3,6,38,3,1,29,2.43,14,8,+6,0.67,-0.47,14.3,14.3,+0.1,+0.01,-0.79,jean-onana00,Cameroon,Defensive Midfield,right,189.0,4000000,4000000.0,Summer,12.15
820,Loïs Openda,Lens,22,00,28.0,21,103,49,47.6,3.68,1.75,0.19,0.41,13.1,0,1,1,18.4,17.6,0.17,+2.6,+2.4,Ligue 1,11,9,2,6,3,2,13,15.4,11,9,0,9,2,13,6,0,Forward,67.0,4347,944,70.4,75.9,45.7,4,4.0,3.7,24,18,17,2,42,2.21,52,21,+31,1.11,+0.31,49.3,31.3,+18.0,+0.65,+0.13,lois-openda00,Belgium,Centre-Forward,right,177.0,20000000,9800000.0,Summer,35.56
821,Łukasz Poręba,Lens,22,00,2.9,0,3,0,0.0,1.04,0.00,0.00,,17.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Ligue 1,5,4,2,1,2,2,3,66.7,1,3,0,3,4,9,2,0,Midfielder,81.1,1866,539,82.5,84.2,69.2,1,0.7,0.4,5,12,5,2,20,2.30,6,2,+4,1.38,+0.39,5.8,3.5,+2.3,+0.78,+0.18,lukasz-poreba00,Poland,Defensive Midfield,right,179.0,2500000,350000.0,Summer,5.973999999999998
822,Adrien Thomasson,Lens,28,93,14.2,5,21,9,42.9,1.48,0.63,0.24,0.56,14.5,0,0,0,3.0,3.0,0.14,+2.0,+2.0,Ligue 1,24,17,8,11,5,12,45,26.7,33,25,2,23,4,28,17,0,Midfielder,78.7,6769,1554,83.5,86.0,58.3,5,2.8,1.6,19,44,15,3,49,2.15,31,14,+17,1.2,+0.27,23.7,17.6,+6.1,+0.43,-0.29,adrien-thomasson93,France,Attacking Midfield,right,175.0,4000000,3900000.0,Winter,26.695999999999998
823,Zakaria Aboukhlal,Toulouse,22,00,27.5,10,83,30,36.1,3.02,1.09,0.12,0.33,15.9,0,0,0,11.5,11.5,0.14,-1.5,-1.5,Ligue 1,33,23,13,9,11,14,45,31.1,31,18,1,17,22,55,23,0,Forward,74.1,7539,1994,83.4,76.0,41.4,5,3.3,2.8,22,30,22,4,72,1.27,38,45,-7,-0.25,-0.35,38.9,42.3,-3.3,-0.12,-0.01,zakaria-aboukhlal00,Netherlands,Right Winger,both,179.0,7000000,2000000.0,Summer,-28.599999999999994
824,Veljko Birmančević,Toulouse,24,98,4.9,0,13,3,23.1,2.64,0.61,0.00,0.00,19.3,0,0,0,1.3,1.3,0.10,-1.3,-1.3,Ligue 1,13,7,5,4,4,7,21,33.3,14,12,2,10,7,20,1,0,Forward,66.5,1391,503,71.3,73.3,25.0,0,0.2,0.2,2,9,4,0,16,1.16,5,10,-5,-1.01,-0.98,6.0,9.9,-4.0,-0.80,-0.78,veljko-birmancevic98,Yugoslavia (Republic),Left Winger,both,179.0,3500000,4100000.0,Summer,-8.82
